nombre_comun,vegetacion,edad,emplazamiento,pap,DAP,altura_arbol,diametro_copa,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad
Guanabano,Arbol,Maduro,Escenario depor/cult,"0,63","0,2",7,7,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma de yuca,Palma,Juvenil,Escenario depor/cult,"0,21","0,07",2,1,1,Subterranea,No,Columnar,Medio (34 - 66%),Sano
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,58","0,5",10,6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Guadua amarilla, Bambu amarillo, Bambu",Bambu,Maduro,Escenario depor/cult,"0,14","0,04",9,4,1,Subterranea,No,Irregular,Alto (67 - 100%),Sano
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"2,86","0,91",14,20,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,"0,64","0,2",7,7,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Nogal cafetero, Moho",Arbol,Maduro,Escenario depor/cult,"0,7","0,22",14,13,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Nogal cafetero, Moho",Arbol,Maduro,Escenario depor/cult,"0,91","0,29",13,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,0,"0,23",10,9,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,0,"0,58","15,5",18,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"1,54","0,49",12,14,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Cadmio, Cananga",Arbol,Maduro,Escenario depor/cult,"0,36","0,11","6,5",5,1,Subterranea,No,Conica,Alto (67 - 100%),Sano
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"2,37","0,75",12,14,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"1,91","0,61",13,13,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,18",12,12,7,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Cadmio, Cananga",Arbol,Juvenil,Escenario depor/cult,"0,23","0,07","4,5",3,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,28",14,15,12,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,Escenario depor/cult,0,"0,18",12,8,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,22",10,12,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,36","0,11",10,4,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"1,81","0,58",12,14,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,35",10,13,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,67",13,15,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Chocho pequeno, Chocho rojo",Arbol,Maduro,Escenario depor/cult,"1,17","0,37",11,9,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,3",7,10,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,36","8,5",10,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,28",9,10,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,31",12,11,6,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Guadua amarilla, Bambu amarillo, Bambu",Bambu,Maduro,Escenario depor/cult,"0,14","0,04",10,4,1,Subterranea,No,Irregular,Alto (67 - 100%),Sano
Palma de coco,Palma,Maduro,Escenario depor/cult,"0,66","0,21","7,5","3,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,22",7,7,4,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,05","3,5",4,8,Subterranea,No,Irregular,Alto (67 - 100%),Sano
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"3,55","1,13",10,19,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,38",12,9,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,37",10,14,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,44","0,14",12,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,41","0,13",12,5,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,41",8,14,2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Pino Ocarpa,Arbol,Maduro,Escenario depor/cult,"1,21","0,39",13,"6,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,2",8,7,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Jagua,Arbol,Maduro,Escenario depor/cult,"1,57","0,5",12,10,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,97","0,63",10,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Pino Ocarpa,Arbol,Maduro,Escenario depor/cult,"1,11","0,35",15,10,1,Subterranea,No,Conica,Medio (34 - 66%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"3,1","0,99",7,10,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Acacia robinia,Arbol,Juvenil,Escenario depor/cult,0,"0,03","2,5","2,3",6,Subterranea,No,Globosa,Alto (67 - 100%),Sano
Gualanday,Arbol,Maduro,Escenario depor/cult,0,"0,31",9,10,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"1,92","0,61",8,10,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,29",11,10,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Maduro,Escenario depor/cult,2,"0,64",12,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Yarumo,Arbol,Maduro,Escenario depor/cult,"0,86","0,27",12,8,1,Subterranea,Si,Conica,Bajo (0 - 33%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,29","8,5",8,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,28",8,9,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,22",9,9,4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Trompillo, Bilibil, Cedro macho",Arbol,Maduro,Escenario depor/cult,0,"0,03","3,3","2,2",5,Subterranea,No,Irregular,Medio (34 - 66%),Sano
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,14",10,8,8,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,45","0,14","8,5",4,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,1",9,10,5,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,08","0,03","2,5",1,1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,13","0,04","3,5",3,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,17",10,8,7,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,1",8,10,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,11",8,8,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,12","8,5",10,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,18",9,8,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mamoncillo,Arbol,Maduro,Escenario depor/cult,0,"0,32",13,16,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Acacia robinia,Arbol,Maduro,Escenario depor/cult,0,"0,3",12,12,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,2",10,7,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Longevo,Escenario depor/cult,"2,34","0,74",14,16,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Escenario depor/cult,"3,68","1,17",20,23,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,06",5,7,12,Subterranea,No,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,36",7,9,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,75","0,56","8,5",11,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,43",11,10,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,29",8,9,4,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,28",9,7,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,27",9,8,5,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,26",5,6,4,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Acacia robinia,Arbol,Maduro,Escenario depor/cult,0,"0,49",12,10,2,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Arbol del pan,Arbol,Maduro,Escenario depor/cult,0,"0,14","5,5","7,5",2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,0,"0,66",11,16,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,22",6,9,5,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Guanabano,Arbol,Maduro,Escenario depor/cult,"1,17","0,37",9,9,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"1,54","0,49",10,8,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,32",6,7,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Acacia robinia,Arbol,Maduro,Escenario depor/cult,0,"0,18",7,9,7,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,2",5,6,2,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,23","5,5",7,3,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,33",7,7,4,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,22",6,6,4,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,82","0,26",13,9,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,0,"0,19",11,9,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,09","6,5","5,5",3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,45","0,14",9,6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,37","0,12",7,5,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,21",10,9,2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,06",6,7,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,7","0,22","9,5",6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,18",10,6,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,41","0,13",8,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,57","0,18",8,6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,85","0,27",3,2,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,04","3,5",3,5,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,75","0,24","8,5",8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,22",9,13,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,53","0,17",10,7,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,16",9,11,4,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,15","8,5",7,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,48","0,15",9,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,12","8,5",10,6,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,12",10,9,9,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,17",8,7,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,19",9,10,4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,14",9,8,8,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Laurel blanco, Laurel Jigua, Laurel colorado y amarillo",Arbol,Maduro,Escenario depor/cult,0,"0,06",6,"4,5",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,16",10,8,8,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,91","0,29",11,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Arrayan cerezo,Arbusto,Maduro,Escenario depor/cult,0,"0,05",4,6,10,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,63","0,2",11,9,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,06","6,5",6,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,13",8,7,2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,04","6,5",6,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,09",7,7,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,04",3,"2,5",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,14",10,8,2,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"1,37","0,44",10,9,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,04",3,3,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,1",9,8,5,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,1","10,5",8,4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,11",10,9,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,09","6,5",6,4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,11",10,8,2,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,2","0,06",8,5,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,05",6,"5,5",4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,13",8,5,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,11",10,6,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,09","9,5","5,5",4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,14",9,9,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,08","5,5",4,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,32","0,1","7,5",5,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,07",8,5,5,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,06",8,5,6,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"1,01","0,32",11,10,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,12",9,8,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,07",8,5,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,09",8,7,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,13",8,8,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,07","7,5",5,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,05","5,5",4,5,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,1",10,10,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,"0,5","0,16",9,7,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,05",9,8,4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Guayacan dorado,Arbol,Maduro,Escenario depor/cult,"1,21","0,39",8,11,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Cadmio, Cananga",Arbol,Maduro,Escenario depor/cult,0,"0,07","3,8","3,7",2,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Cadmio, Cananga",Arbol,Maduro,Escenario depor/cult,"0,26","0,08","4,3","3,3",1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,08",6,5,10,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,07","0,34","9,5",8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Palma areca,Palma,Longevo,Escenario depor/cult,0,"0,11","6,5","2,8",2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,17","0,37","9,5",10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Palma areca,Palma,Longevo,Escenario depor/cult,0,"0,07","5,7",5,7,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Longevo,Escenario depor/cult,0,"0,07",6,5,12,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Ebano, Ebano costeno",Arbol,Maduro,Escenario depor/cult,0,"0,06","2,7","2,8",2,Subterranea,No,Globosa,Medio (34 - 66%),Sano
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,32",10,12,7,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,32","0,42",12,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,0,"0,32",10,12,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Cacao de monte, Sapotolongo, Castano silvestre, Zapote costeno",Arbol,Longevo,Escenario depor/cult,0,"0,23",11,6,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Escenario depor/cult,"2,12","0,67",13,12,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,23","0,39",11,8,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Longevo,Escenario depor/cult,0,"0,34",13,12,4,Subterranea,Si,Conica,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,"3,07","0,98",12,18,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,1,"0,32",10,8,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,11","0,35",10,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,28","0,41",11,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,6","0,51",12,9,1,Subterranea,No,Globosa,Alto (67 - 100%),Sano
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,26","0,4",12,9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Aguacate,Arbol,Longevo,Escenario depor/cult,0,"0,23",8,4,2,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Arbol del pan,Arbol,Maduro,Escenario depor/cult,"0,74","0,24",11,8,1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Longevo,Escenario depor/cult,0,"0,33",11,14,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Floramarillo, Velero, Vainillo",Arbol,Longevo,Escenario depor/cult,0,"0,04",11,15,4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,31",14,9,2,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Guacimo,Arbol,Longevo,Escenario depor/cult,0,"0,34",12,15,5,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"0,79","0,25",11,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,"2,9","0,92",13,18,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,31","0,42",12,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,0,"0,17",7,12,3,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Escenario depor/cult,0,"0,11",8,5,3,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,22","0,39",13,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,68","0,22",8,6,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,33","0,42","10,5",9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
